Artist,Track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
Santana,Let It Shine,0.108,0.683,342333,0.61,0.000642,2,0.64,-12.764,1,23,0.0513,107.498,4,0.89,
Diego Verdaguer,Todos mentimos,0.715,0.8,173713,0.393,0,6,0.0896,-7.067,0,41,0.0356,120.031,4,0.733,
Bruisers,Never Fall,0.00122,0.358,123053,0.817,0.0704,11,0.0702,-9.675,0,10,0.03,96.263,4,0.95,
Bill Laswell,Slow Murder,0.000684,0.758,347360,0.576,0.766,10,0.383,-17.232,1,0,0.0455,138.045,4,0.693,
AFI,Summer Shudder,0.000578,0.467,186973,0.935,4.06E-05,10,0.557,-4.125,0,43,0.107,85.004,4,0.382,
Juan Carlos Baglietto,Fui Mujer,0.404,0.649,262867,0.366,0.000932,7,0.106,-12.054,1,6,0.0597,89.948,4,0.297,
La Portuaria,Explorador,0.00316,0.612,291093,0.843,0.0018,7,0.0907,-9.219,1,13,0.037,120.021,4,0.24,
Conjunto Clasico,Mi Suegra,0.251,0.556,244093,0.816,0,0,0.129,-6.914,1,5,0.0504,92.379,4,0.926,
Snowgoons,Been Fighting Devilz,0.123,0.52,240453,0.846,0,1,0.297,-5.138,1,27,0.327,125.55,5,0.876,
Warren Barfield,Unleashed,0.276,0.703,216827,0.693,0,4,0.537,-6.274,1,8,0.0663,98.092,4,0.933,
Jah Legacy,What is the best,0.303,0.787,262227,0.665,0.583,7,0.0956,-8.146,0,0,0.0301,106.035,4,0.605,
Bob Marley,Corner Stone,0.0173,0.908,149227,0.421,0,11,0.217,-9.18,1,26,0.183,99.648,4,0.666,
Margaret Becker,Cave It In,0.0252,0.701,260707,0.603,0.000151,4,0.102,-7.558,0,2,0.0439,121.138,4,0.593,
The Cufflinks,Sally Ann,0.197,0.566,167013,0.447,0,7,0.321,-15.773,1,4,0.0379,138.49,4,0.881,
Rolfe Kent,Bill's Speech - A New Kind of Warrior,0.535,0.377,100320,0.0934,0.93,0,0.118,-25.961,1,3,0.0318,140.686,3,0.0954,
Dimitri Tiomkin,Villagers Galloping To Battle,0.969,0.371,192469,0.229,0.942,5,0.112,-14.829,1,0,0.0382,91.836,4,0.247,
Olivia Ruiz,Vitrier,0.461,0.368,252893,0.35,3.20E-06,5,0.375,-7.931,0,15,0.053,165.069,4,0.416,
Richard Burton,Camelot,0.864,0.716,150373,0.287,5.41E-06,5,0.247,-14.017,1,30,0.041,112.8,4,0.583,
The Roots,Essaywhuman?!!,0.0324,0.49,299840,0.766,0.000277,1,0.336,-6.055,1,27,0.339,173.97,3,0.655,
The Pharcyde,Homegrown,0.886,0.621,138560,0.775,1.43E-05,8,0.102,-7.689,1,18,0.174,93.132,4,0.742,
Janet Jackson,When I Think Of You,0.084,0.759,235493,0.639,0.0331,9,0.0518,-11.386,1,50,0.0425,116.207,4,0.706,
Rick Snel,Metanoia,0.000113,0.565,465999,0.846,0.756,11,0.342,-9.695,1,0,0.0502,133.004,4,0.481,
Erick Sermon,Stay Real,0.0088,0.789,235467,0.757,0.00696,11,0.625,-9.232,1,44,0.215,97.641,4,0.525,
Chris Brown,So Glad,0.00393,0.751,177893,0.634,0,10,0.077,-7.494,0,35,0.0298,100.99,4,0.378,
Butthole Surfers,Ulcer Breakout,0.00535,0.275,154800,0.992,0.00342,2,0.0835,-3.283,1,27,0.135,121.52,4,0.468,
Isabel Pantoja,Porque Me Gusta A Morir,0.645,0.593,317373,0.413,7.84E-05,2,0.0848,-12.309,1,30,0.0358,82.005,4,0.243,
Chanta Vielma,Rio Grnade,0.949,0.671,244253,0.149,2.51E-05,4,0.0967,-10.817,0,1,0.0622,122.951,3,0.501,
Papoose,Intro,0.887,0.7,99673,0.564,0,1,0.228,-6.406,1,5,0.534,65.173,4,0.6,
Andy & Lucas,Dime Si Me Quieres,0.144,0.675,213533,0.927,0,2,0.0614,-4.374,1,28,0.127,97.565,4,0.658,
Konstantinos Galanos,Oso Ego Kanenas,0.146,0.435,293867,0.729,0,1,0.0696,-4.175,1,5,0.0423,136.406,4,0.397,
Astrovamps,Monsters In Tinsel Town,0.00106,0.266,235720,0.896,0.0438,0,0.514,-7.33,1,1,0.0686,146.222,4,0.438,
THE CHIFFONS,Did You Ever Go Steady,0.796,0.434,140240,0.514,0,9,0.177,-4.784,1,12,0.0341,123.74,4,0.689,
Jackie Wilson,I'm Wanderin',0.827,0.465,167867,0.342,0,5,0.252,-9.549,1,13,0.0301,108.041,3,0.516,
Intars Busulis,8:00,0.106,0.792,208160,0.926,0,0,0.349,-2.806,1,2,0.0776,139.955,4,0.827,
Sao Paris,Jap,0.526,0.349,279387,0.482,0.627,7,0.0947,-12.047,1,0,0.061,129.762,4,0.108,
Quadro Nuevo,Swing Vagabond,0.929,0.718,272867,0.373,0.934,8,0.135,-10.135,1,11,0.0815,104.778,4,0.743,
Jimmy Nelson,Little Miss Teasin' Brown,0.982,0.419,179107,0.444,0.0649,1,0.249,-6.226,1,0,0.033,71.35,4,0.67,
Jacques Dutronc,Transes-Dimanche,0.44,0.623,128067,0.64,1.89E-06,11,0.114,-8.466,0,7,0.0379,137.186,4,0.856,
Deep Forest,Hunting,0.00352,0.721,207310,0.719,0.551,6,0.0534,-13.07,1,33,0.0423,130.016,4,0.94,
Lollipop Lust Kill,No Answer (Outro),0.987,0.284,213533,0.454,0.399,1,0.486,-15.335,0,2,0.124,119.944,4,0.0354,
Hotwire,Not Today,4.51E-05,0.377,200333,0.982,0.00356,9,0.111,-4.427,1,5,0.245,142.147,4,0.309,
The Gufs,Last Goodbye,0.00332,0.419,232973,0.787,0.00291,4,0.271,-4.613,0,8,0.0338,166.043,4,0.519,
Eagles,Last Good Time In Town,0.2,0.847,427373,0.756,0.0327,9,0.124,-6.623,0,29,0.0376,115.278,4,0.965,
Mark Wills,That's A Woman,0.416,0.407,163507,0.299,2.85E-06,4,0.12,-8.793,1,14,0.0292,134.449,4,0.215,
Tree,Try,9.99E-05,0.714,70008,0.557,0,9,0.174,-10.699,1,56,0.431,89.932,4,0.793,
DAVE MATTHEWS BAND,The Space Between,0.0471,0.406,242000,0.73,0,9,0.229,-6.278,1,58,0.0315,170.032,4,0.207,
George Jones,Still Hurtin',0.774,0.574,131560,0.449,0,8,0.151,-9.702,1,10,0.0266,75.516,3,0.902,
John Berry,She's Taken A Shine,0.141,0.708,225853,0.837,0,10,0.332,-3.892,1,26,0.0306,118.045,4,0.698,
John Williams,Bach Suite No. 1 In G Major (Gigue),0.95,0.47,125253,0.334,0.868,4,0.108,-19.955,1,6,0.0389,96.064,4,0.898,
Abijah,The Rock,0.396,0.596,283680,0.661,1.19E-05,8,0.792,-9.54,1,0,0.103,118.678,4,0.738,
Agnostic Front,Undertow,0.000252,0.319,217120,0.775,0.239,11,0.187,-11.601,1,12,0.0591,107.264,4,0.169,
Sick Of It All,Death Or Jail,2.60E-05,0.268,171200,0.997,0.0997,10,0.0772,-2.274,1,25,0.156,112.602,4,0.131,
TrÃ¨s,Color of Seasons,0.722,0.545,144040,0.349,1.73E-05,2,0.361,-9.433,1,1,0.0576,122.101,4,0.579,
Kenny G,Don't Make Me Wait For Love,0.556,0.511,241800,0.64,9.03E-05,2,0.235,-6.394,1,35,0.0291,84.24,4,0.407,
Shirley Caesar,Cornerstone,0.467,0.65,331147,0.68,0,8,0.12,-6.169,1,0,0.0477,98.037,3,0.443,
Kevin Burke,Brendan McGlinchey's Reel (Splendid Isolation) / Sweeney's Buttermilk (medley),0.982,0.601,149387,0.161,3.54E-05,9,0.0904,-14.839,1,5,0.0656,106.715,4,0.966,
Nicola Fasano feat. Paula B.,Missing,0.00262,0.741,390478,0.615,0.345,9,0.0229,-7.862,0,0,0.064,126.004,4,0.789,
Fuel,The Name Is...,0.00442,0.481,152827,0.97,1.81E-06,2,0.0966,-7.319,1,3,0.0545,99.226,4,0.478,
Marc Lavoine,C'est La Vie,0.0296,0.821,227333,0.567,0.046,0,0.0796,-10.765,0,25,0.0303,122.529,4,0.953,
Frederick Knight,I've Been Lonely (For So Long),0.364,0.791,198693,0.286,0.0121,7,0.0938,-14.283,1,31,0.0364,96.741,4,0.872,
Aerosmith,On The Road Again,0.396,0.532,215373,0.533,0.000237,6,0.13,-12.323,0,14,0.253,149.476,4,0.7,
Mothers Pride,Your Bad Heart,0.0481,0.386,187933,0.592,0,9,0.192,-6.312,0,0,0.03,180.183,4,0.447,
Geier Sturzflug,Und die Zeit vergeht,0.269,0.736,232880,0.574,0,7,0.169,-5.554,1,0,0.0666,79.967,4,0.614,
Workhorse,Serus,4.39E-05,0.369,349613,0.817,0.0227,0,0.307,-6.447,1,1,0.0403,123.352,4,0.274,
Knack,Everything I Do,0.0652,0.44,229893,0.638,7.54E-05,2,0.357,-6.163,1,3,0.0279,74.968,4,0.394,
The Irish Rovers,Green Grows the Laurel,0.598,0.515,240333,0.538,0,7,0.245,-10.549,1,4,0.093,82.203,3,0.365,
A Tundra,The Doug McComb Over,0.00804,0.41,271320,0.652,0.00947,2,0.0811,-9.919,1,2,0.075,127.406,4,0.311,
Juana Molina,Micael,0.778,0.512,183653,0.522,0.461,7,0.0997,-11.499,0,19,0.0278,123.074,4,0.254,
JennyAnyKind,Didn't You Notice,0.00614,0.502,251107,0.732,6.09E-05,0,0.201,-5.875,1,0,0.03,117.395,4,0.866,
Al Duvall,Dark Inside,0.839,0.879,169613,0.406,0,9,0.0357,-11.162,1,0,0.112,117.989,4,0.973,
Johnny Osbourne,Folly Ranking,0.000869,0.873,209200,0.348,0,11,0.0694,-18.389,0,14,0.126,133.493,4,0.883,
Britt Nicole,Good Day,0.0351,0.72,203987,0.961,0,1,0.107,-3.052,1,20,0.185,131.968,4,0.933,
Tyrone Taylor,Midnight Hour,0.098,0.857,228507,0.334,0,3,0.0313,-9.929,1,1,0.0344,82.005,4,0.798,
Poncho Sanchez,Co Co My My,0.617,0.51,399533,0.655,0.0882,5,0.877,-10.754,1,9,0.0375,103.963,4,0.897,
Dead Kennedys,The Man with the Dogs,0.458,0.34,182107,0.995,0.000122,5,0.507,-3.421,1,36,0.154,112.07,4,0.515,
Modern Lovers,She cracked,0.00015,0.511,175893,0.831,3.06E-05,2,0.202,-6.823,1,35,0.0292,146.333,4,0.506,
Shelly Manne,Get Me To The Church On Time,0.7,0.448,251200,0.198,0.91,7,0.0897,-25.691,1,8,0.0408,121.903,4,0.592,
Washboard Sam,Washboard Swing,0.953,0.837,184790,0.303,0.0117,0,0.0723,-13.376,1,6,0.0384,95.109,4,0.912,
Amil,Anyday,0.0953,0.769,248493,0.399,0,0,0.0987,-8.378,1,5,0.337,166.229,4,0.47,
Skeeter Davis,Am I That Easy To Forget,0.876,0.557,126867,0.236,4.49E-06,11,0.27,-10.209,1,21,0.0251,80.725,4,0.519,
DJ Godfather,Intro,0.453,0.754,28944,0.191,0,4,0.156,-16.213,0,0,0.934,70.754,1,0.318,
Thrice,The Earth Will Shake,0.00919,0.457,268187,0.871,0.113,9,0.138,-4.654,0,37,0.0682,125.159,4,0.126,
The Real Kids,Some Love Like Yours,0.987,0.463,256360,0.907,0.925,4,0.966,-7.554,1,1,0.0651,123.647,4,0.487,
Andres Calamaro,Un vestido y un amor (en vivo),0.793,0.356,271600,0.25,0,4,0.152,-9.812,1,18,0.0309,74.552,4,0.204,
Hey Colossus,The Book of Disquiet,0.308,0.17,420080,0.311,0.867,9,0.279,-10.238,0,0,0.0338,72.472,4,0.0632,
The London Pops Orchestra,Moon River,0.949,0.128,162027,0.177,0.107,5,0.0911,-21.323,1,2,0.037,88.907,3,0.072,
Goatwhore,Gravedom,9.88E-05,0.208,206333,0.974,0.00438,1,0.0871,-8.097,1,4,0.136,113.806,4,0.0395,
Snow Patrol,Just Say Yes,0.0214,0.535,281987,0.883,1.17E-05,9,0.0276,-5.456,1,48,0.033,108.02,4,0.253,
Inspiral Carpets,Commercial Reign,0.000198,0.506,285093,0.902,0.156,9,0.251,-4.705,1,19,0.0458,113.618,4,0.764,
Eric Burdon,Ghetto Child,0.746,0.472,312627,0.432,1.28E-06,3,0.173,-10.561,1,0,0.0854,174.929,3,0.27,
Lonestar,Amie,0.097,0.668,245707,0.67,0.000202,9,0.0819,-8.14,1,13,0.0245,92.036,4,0.617,
Erick Sermon,Freak Out,0.0883,0.684,187467,0.671,0.000132,6,0.616,-8.305,1,9,0.324,88.589,4,0.667,
Freddie McGregor,Cover For Me,0.0943,0.826,249173,0.598,0,7,0.163,-7.595,1,3,0.0506,93.002,4,0.814,
Amber Nicholson,Tonight It's Just Me,0.265,0.544,252507,0.49,1.65E-06,8,0.0797,-8.261,1,0,0.0237,94.982,4,0.475,
Circle Jerks,Paid Vacation,0.00862,0.327,100000,0.958,0.000773,9,0.682,-4.613,1,8,0.0694,158.139,4,0.442,
Arctic Monkeys,Dancing Shoes,0.00328,0.522,141133,0.889,0,1,0.345,-4.137,1,48,0.0461,144.499,4,0.852,
Sierra Maestra,No Me Llores MÃ¡s,0.517,0.643,318560,0.404,0.00158,2,0.0438,-9.73,0,18,0.0468,117.246,4,0.747,
James Newton Howard,Photographs,0.975,0,55200,0.0133,0.814,2,0.0697,-37.658,0,18,0,0,0,0,
Kofi,Don't Let Go,0.108,0.693,235853,0.436,0,0,0.0806,-10.357,1,1,0.0468,74.983,4,0.779,
SANSHIRO,Morgane regarde le ciel,0.715,0.471,273120,0.338,0,2,0.108,-9.605,0,0,0.0383,146.305,4,0.648,
Death SS,The Healer,0.000653,0.508,258482,0.728,0.000916,3,0.221,-7.088,0,0,0.0315,101.988,4,0.249,
Bessie Smith,Gin House Blues,0.996,0.566,192307,0.121,0.0158,4,0.356,-8.548,1,3,0.0363,75.89,4,0.388,
Lou Reed,Intro,0.0621,0.381,468027,0.783,0.482,9,0.18,-7.27,1,42,0.0709,111.059,4,0.694,
Los Rumberos Catalanes,Yo Te Camelo,0.247,0.551,140200,0.634,0.000591,3,0.0853,-16.366,1,8,0.26,80.798,4,0.84,
Paulo Flores,Belina,0.855,0.444,284108,0.17,0.000889,1,0.118,-12.025,0,1,0.0306,100.271,3,0.0763,
Phantomsmasher,Bishop Hopping,0.0789,0.171,382147,0.944,0.278,3,0.297,-5.856,1,3,0.352,83.98,4,0.129,
George Lopez,Kids Now,0.863,0.349,215853,0.866,1.90E-05,3,0.911,-13.594,1,17,0.938,73.779,3,0.11,
Bas-Sheva,Lust (1995 Digital Remaster),0.544,0.348,179800,0.359,0.152,8,0.607,-14.876,1,26,0.0568,112.254,4,0.24,
Mikey Dread,The Jumping Master,0.00678,0.796,309827,0.734,0.00122,8,0.155,-6.84,1,27,0.206,143.647,4,0.84,
Big Star,Morpha Too [Alternate Mix],0.848,0.488,88013,0.248,3.10E-05,0,0.371,-13.309,1,3,0.0355,116.337,4,0.348,
Grandpa Jones,Falling Leaves,0.726,0.614,155333,0.317,0,9,0.172,-9.105,1,10,0.0286,124.77,4,0.75,
Cross Country,Tastes So Good To Me,0.198,0.357,189973,0.825,5.46E-06,3,0.208,-7.885,1,1,0.0915,186.314,4,0.779,
The Marx Brothers,Everyone says i love you,0.987,0.62,211213,0.301,0.505,5,0.158,-11.33,1,5,0.0893,111.472,4,0.574,
Converge,Dark Horse,4.05E-06,0.0935,174747,0.989,0.807,0,0.147,-3.154,1,38,0.158,175.469,5,0.108,
Drexel,Blood On The Snow,0.162,0.532,226280,0.835,0.00485,4,0.134,-9.442,0,0,0.0263,137.338,4,0.571,
Mons Leidvin Takle,Gud Har Ein Plan Med Ditt Liv,0.951,0.43,211278,0.269,0,0,0.333,-7.343,1,3,0.0296,79.533,4,0.36,
Cool Connection,I'm Your Boogie Man,0.813,0.716,54126,0.144,0,0,0.256,-13.279,1,0,0.44,117.914,4,0.688,
Taylor Swift,Should've Said No,0.0103,0.476,242200,0.777,0,4,0.196,-3.771,0,57,0.0289,167.964,4,0.472,
Rainbow,Rainbow Eyes,0.0523,0.419,317307,0.613,6.35E-05,7,0.361,-8.995,1,48,0.0316,112.638,4,0.733,
Nancy Walker,Boy! What Love Has to Me!,0.992,0.505,186720,0.0606,5.39E-06,10,0.142,-12.062,1,0,0.0392,129.142,4,0.297,
Jane Winther,Om,0.959,0.0685,504040,0.00576,0.314,2,0.104,-19.72,0,51,0.0472,61.318,3,0.0585,
Jyve V,Maria Morena,0.000748,0.801,190133,0.951,6.47E-06,9,0.258,-6.907,0,2,0.03,132.069,4,0.976,
Shamen,Phorever People,0.0514,0.697,225800,0.939,0.000107,10,0.17,-6.057,0,15,0.0578,125.785,4,0.797,
Eko Fresh,Hart(z) IV,0.0473,0.748,229307,0.893,0,9,0.0625,-3.267,0,40,0.186,90.032,4,0.731,
Janis Joplin,Down On Me,0.255,0.597,124760,0.582,0.0168,7,0.137,-9.424,1,41,0.0498,141.15,3,0.795,
Enrique Iglesias,Do You Know? (The Ping Pong Song),0.0513,0.755,218053,0.763,0,8,0.0326,-4.328,1,51,0.0501,114.992,4,0.696,
Kali,No. 284,0.00145,0.728,602027,0.703,0.807,2,0.0861,-11.35,1,0,0.056,129.007,4,0.453,
Neil Sedaka,Superbird,0.746,0.279,252667,0.631,0.000205,7,0.101,-9.957,1,5,0.0962,165.402,4,0.546,
Ino,Silence tells you all,0.18,0.636,392858,0.694,0.829,0,0.676,-11.857,1,0,0.05,125.025,4,0.87,
Jennifer Lopez,Play,0.0303,0.775,211493,0.729,0.00247,1,0.0361,-4.229,0,54,0.162,104.719,4,0.895,
Cherish The Ladies,The Shaskeen / Gan Ainm,0.992,0.52,139187,0.183,0.247,7,0.323,-13.342,1,1,0.0534,119.203,4,0.939,
Eason Chan,Been Sick Lung,0.0144,0.752,321507,0.844,0.00114,9,0.0372,-7.134,0,2,0.0453,129.995,4,0.627,
Eagles,I Don't Want To Hear Any More,0.139,0.651,261107,0.612,0.00446,5,0.1,-6.32,1,32,0.0238,92.197,4,0.728,
Edmundo Ros,Congo,0.44,0.54,169893,0.447,0.347,0,0.171,-15.899,1,0,0.0326,99.548,4,0.909,
Abbott & Chambers,Where Are You,0.000135,0.525,536288,0.893,0.242,6,0.0581,-5.202,0,0,0.0369,135.999,4,0.402,
Al DiMeola,July,0.323,0.636,319800,0.686,0.815,1,0.12,-10.219,1,10,0.0386,103.001,1,0.77,
Leroy Van Dyke,If A Woman Answers,0.493,0.56,137240,0.453,0.000535,0,0.304,-10.089,1,21,0.029,142.505,4,0.963,
John Mayall & The Bluesbreakers,All Your Love,0.491,0.321,212600,0.625,5.08E-05,2,0.345,-5.219,0,57,0.0302,107.338,4,0.777,
Peggy Lee,If You Build A Better Mousetrap,0.942,0.693,182400,0.298,0.000777,3,0.161,-10.564,1,10,0.044,144.828,4,0.762,
Lightnin' Slim,My Babe,0.836,0.614,149453,0.319,0.00497,9,0.35,-14.434,1,20,0.0605,123.094,4,0.492,
Les Hurlements D'leo,10 $ Bill,0.00779,0.423,335827,0.656,0.0165,4,0.262,-7.826,1,1,0.16,160.92,4,0.413,
Mykill Miers,Knuckle Up,0.0182,0.631,252933,0.782,0,4,0.694,-7.5,0,0,0.33,79.203,4,0.483,
Dora The Explorer,ABC (The Alphabet Song),0.836,0.79,30533,0.177,0,2,0.137,-5.887,1,30,0.0421,107.923,4,0.884,
Los Iracundos,Candilejas,0.715,0.559,200440,0.326,0.00183,9,0.117,-11.416,1,37,0.0275,110.2,4,0.432,
Pursuit Of Happiness,No Safe Place,0.0628,0.534,190627,0.636,0,9,0.08,-10.609,1,3,0.0351,127.93,4,0.728,
Mathey,Ballo,0.0202,0.855,263067,0.551,7.79E-05,1,0.0556,-9.591,0,0,0.0609,108.046,4,0.703,
Elli Kokkinou,Sex (French Version),0.0448,0.711,283707,0.789,0.0345,7,0.0517,-6.016,1,0,0.08,92.998,4,0.623,
David Arkenstone,Over The Rainbow,0.902,0.391,242253,0.209,0.438,0,0.0816,-13.509,1,0,0.0365,81.804,4,0.0994,
Johnny Pearson,Boss-Eyed Whelk,0.376,0.631,150227,0.544,0.421,0,0.0489,-10.249,1,2,0.117,124.9,4,0.832,
Pierre Perret,Le poulet,0.92,0.667,77430,0.399,0,0,0.142,-9.303,1,8,0.322,153.246,3,0.932,
Pursuit Of Happiness,Killed By Love,0.0117,0.404,245493,0.828,0.00335,2,0.11,-9.829,1,7,0.0429,130.764,4,0.662,
Ben Sidran,See You On The Other Side,0.0838,0.551,278747,0.548,0.066,7,0.112,-9.256,1,4,0.0371,79.511,4,0.41,
Long Beach Dub Allstars,Kablammin' It,0.0124,0.592,278067,0.782,0,5,0.097,-3.674,1,23,0.0745,139.1,4,0.642,
New York Dolls,Don't Mess With Cupid (1972 demo),0.228,0.596,186640,0.798,0.918,11,0.113,-8.901,0,0,0.0636,121.812,4,0.601,
Kelly Clarkson,Never Again,0.00168,0.514,217293,0.91,0.00187,7,0.224,-2.978,0,45,0.0714,145.907,4,0.472,
3 Way Funk,Real Playaz,0.178,0.919,210320,0.712,0,7,0.131,-5.984,1,0,0.252,94.998,4,0.724,
Freddie Roulette,Everybody Wants To Go To Heaven,0.737,0.463,366253,0.296,0.226,7,0.106,-15.426,1,0,0.0348,176.887,3,0.331,
JennyAnyKind,In A Village Square,0.000834,0.443,224920,0.593,0.00974,6,0.408,-10.901,0,0,0.066,169.795,4,0.716,
Redman,Jam 4 U,0.00753,0.692,185867,0.54,0.0107,10,0.356,-7.524,0,26,0.264,94.546,4,0.661,
Skeeter Davis,Ladder Of Success,0.78,0.528,129573,0.551,0,3,0.373,-6.328,1,27,0.0315,134.574,4,0.727,
Spok Frevo Orquestra,Passo De Anjo,0.431,0.509,250587,0.799,0.839,0,0.0824,-6.599,1,8,0.0557,102.172,3,0.904,
Percy Faith And His Orchestra,The Song From Moulin Rouge,0.957,0.176,197200,0.245,0.473,7,0.267,-15.887,1,24,0.0351,89.095,3,0.186,
Beastie Boys,Shadrach,0.0633,0.893,247805,0.866,0.000129,2,0.0385,-9.555,1,42,0.107,100.789,4,0.748,
Academy/Marriner,Andante Cantabile (String Quartet No 1 In D Major,0.969,0.0677,376400,0.0359,0.627,5,0.2,-27.672,1,11,0.0489,59.561,4,0.0399,
Teena Marie,Help Youngblood Get To the Freaky Party,0.156,0.731,344293,0.892,0.000858,6,0.385,-4.368,0,10,0.105,99.975,4,0.881,
Daouda,Mon coeur balance,0.538,0.703,328240,0.917,1.46E-05,10,0.124,-10.269,0,12,0.186,114.668,4,0.757,
John Berry,Let's Fall In Love This Christmas,0.512,0.679,239213,0.549,4.09E-06,2,0.29,-7.81,1,0,0.0243,126.464,4,0.328,
Ace Da Vinci,D Solo,0.431,0.489,159444,0.782,0,7,0.195,-4.544,1,0,0.174,145.762,4,0.613,
BT,Mercury & Solace,0.000345,0.535,307000,0.836,0.822,10,0.213,-11.019,0,13,0.0321,136.01,4,0.313,
Skeeter Davis,My Last Date (With You),0.84,0.428,153507,0.28,9.18E-05,0,0.141,-8.952,1,28,0.0261,98.241,3,0.429,
Madonna,Jump [Jacques Lu Cont Edit],0.00123,0.618,320173,0.781,0.832,4,0.492,-7.707,0,15,0.0308,130.01,4,0.638,
Sugar Minott,More Than I Can Take,0.785,0.779,223213,0.509,0.192,7,0.13,-10.202,1,0,0.261,159.673,4,0.875,
The Elders,Buzz's Jig,0.121,0.596,229187,0.888,0.00188,2,0.148,-6.119,1,5,0.0313,130.027,4,0.822,
Louisa Mark,Keep It Like It Is,0.108,0.777,158227,0.227,0.119,3,0.0904,-14.302,1,27,0.0629,128.332,4,0.839,
Gonzalo Rubalcaba,Infantil (Dedicated to John McLaughlin),0.391,0.467,424600,0.545,0.588,2,0.0973,-11.89,1,2,0.0426,127.85,3,0.371,
Evergreen Terrace,Please Hammer Don't Hurt 'Em,3.63E-05,0.319,144000,0.861,0,4,0.271,-6.452,0,12,0.133,166.593,4,0.388,
Michael Salgado,Surfriendo El Castigo,0.0521,0.661,221640,0.854,9.19E-05,7,0.109,-6.159,1,3,0.0693,103.568,4,0.704,
Brainchoke,1st World Hypocrisy,0.000631,0.434,91253,0.961,0.0389,2,0.21,-2.997,1,0,0.112,127.371,4,0.192,
Tania Maria,Come With Me,0.167,0.655,339160,0.841,0.255,7,0.0912,-9.517,1,40,0.0504,94.951,4,0.862,
Placebo,The Never-Ending Why,1.49E-05,0.524,202573,0.911,0.00443,3,0.365,-5.738,1,36,0.0396,137.36,4,0.6,
Alice Stuart,Woman Blue,0.936,0.507,305733,0.0616,5.08E-05,0,0.0962,-9.851,0,6,0.0424,120.497,4,0.242,
Moving Ninja,Lost Tribe,0.00348,0.788,286999,0.714,0.679,1,0.322,-9.249,1,0,0.0975,135.038,4,0.476,
2raumwohnung,Lachen und weinen,0.0315,0.863,335133,0.62,0.317,1,0.364,-8.356,0,13,0.0565,111.014,4,0.221,
Sex Pistols,Pretty Vacant,0.0467,0.258,198160,0.932,8.09E-06,2,0.142,-5.194,1,45,0.0702,145.582,4,0.334,
KT Tunstall,Boo Hoo,0.487,0.664,296867,0.531,0.000178,7,0.123,-6.838,1,21,0.0278,127.847,4,0.488,
Tony Mathews,(Coming With) Loving on My Mind,0.73,0.636,282000,0.307,6.83E-06,1,0.0307,-16.743,1,0,0.0393,70.024,4,0.619,
Screaming Lord Sutch,Son of Jack the Ripper,0.123,0.619,230387,0.8,0,9,0.708,-9.027,0,0,0.0417,130.677,4,0.898,
Sylvia Tosun,Head Over Heels,0.000438,0.666,499773,0.747,0.051,1,0.637,-7.948,1,0,0.0356,125.794,4,0.688,
Kings Of Leon,Day Old Blues,0.875,0.502,212987,0.266,0,4,0.105,-9.76,1,40,0.0702,85.626,4,0.066,
Pinch,Joyride,0.0132,0.544,315840,0.912,0.944,6,0.274,-10.071,0,0,0.0449,140.011,4,0.567,
Dave Weckl,Just An Illusion,0.113,0.609,309160,0.821,0.28,0,0.0912,-12.111,1,17,0.0347,93.487,4,0.93,
Ed Ames,Our Love Is A Living Thing,0.824,0.302,132933,0.448,0,2,0.178,-10.666,1,2,0.0357,115.963,3,0.353,
Uphill Battle,Memory,8.70E-06,0.242,212707,0.93,0.398,7,0.339,-6.522,1,0,0.112,134.967,3,0.244,
Foo Fighters,Next Year,0.00551,0.415,276213,0.865,0.103,7,0.274,-2.789,1,52,0.0379,176.864,4,0.465,
Loretta Lynn,Away in a Manger,0.349,0.433,142360,0.105,0.000156,9,0.117,-19.038,1,6,0.042,83.427,3,0.107,
DeGarmo & Key,Don't Stop The Music (Streetlight Album Version),0.251,0.54,219990,0.868,0.00231,11,0.285,-12.124,0,9,0.0432,161.947,4,0.797,
Usher,I Need Love,0.643,0.337,248093,0.481,0,6,0.435,-9.36,1,33,0.0544,96.72,4,0.118,
The Real Kids,Happens All The Time,0.00255,0.491,192160,0.87,0.000208,0,0.343,-6.516,1,1,0.0596,175.579,4,0.961,
Rance Allen Group,The Painter,0.112,0.749,201280,0.532,0.000213,7,0.12,-11.273,1,5,0.0753,100.243,4,0.755,
Patrick Bruel,L'Appart,0.186,0.678,229000,0.489,0.00122,10,0.166,-9.906,1,4,0.0368,82.063,4,0.307,
Gran Coquivacoa,Frente A Tu Altar,0.742,0.747,185075,0.884,0,11,0.236,-7.936,0,0,0.191,162.633,1,0.918,
Grayson Capps,Give It To Me,0.113,0.406,124160,0.9,2.15E-06,4,0.5,-6.79,1,8,0.0926,202.387,4,0.619,
Tracy Byrd,Take Me Fishin',0.738,0.581,195307,0.276,0,9,0.227,-9.417,1,3,0.034,137.412,4,0.232,
Sex Pistols,Seventeen,0.0667,0.347,122707,0.922,0.635,9,0.181,-6.523,1,32,0.0487,144.004,4,0.532,
Carl Smith,If You Don't Somebody Else Will,0.729,0.694,107800,0.638,0.498,1,0.103,-12.406,0,2,0.0424,109.415,4,0.909,
